Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount
statechange,User_89,O_Created,Offer,OfferState_332284806,complete,2016-01-04 09:33:43.362000+00:00,,Car,New credit,Application_1699757505,6000
statechange,User_89,O_Sent (mail and online),Offer,OfferState_379829557,complete,2016-01-04 09:33:59.363000+00:00,,Car,New credit,Application_1699757505,6000
Created,User_89,O_Create Offer,Offer,Offer_684486794,complete,2016-01-04 09:38:03.507000+00:00,,Car,New credit,Application_1699757505,6000
statechange,User_89,O_Created,Offer,OfferState_2019481931,complete,2016-01-04 09:38:05.262000+00:00,,Car,New credit,Application_1699757505,6000
statechange,User_89,O_Sent (mail and online),Offer,OfferState_1456168238,complete,2016-01-04 09:38:24.028000+00:00,,Car,New credit,Application_1699757505,6000
statechange,User_89,O_Cancelled,Offer,OfferState_1097959038,complete,2016-01-04 09:38:43.055000+00:00,,Car,New credit,Application_1699757505,6000
statechange,User_119,A_Validating,Application,ApplState_153748086,complete,2016-01-08 12:38:14.864000+00:00,,Car,New credit,Application_1699757505,6000
statechange,User_119,O_Returned,Offer,OfferState_826799904,complete,2016-01-08 12:38:24.556000+00:00,,Car,New credit,Application_1699757505,6000
statechange,User_100,A_Incomplete,Application,ApplState_417798179,complete,2016-01-11 09:15:13.251000+00:00,,Car,New credit,Application_1699757505,6000
statechange,User_118,A_Validating,Application,ApplState_717774443,complete,2016-01-12 08:34:50.563000+00:00,,Car,New credit,Application_1699757505,6000
statechange,User_115,O_Accepted,Offer,OfferState_181573803,complete,2016-01-12 10:55:29.363000+00:00,,Car,New credit,Application_1699757505,6000
statechange,User_115,A_Pending,Application,ApplState_1436289849,complete,2016-01-12 10:55:29.378000+00:00,,Car,New credit,Application_1699757505,6000
statechange,User_115,O_Cancelled,Offer,OfferState_1027921056,complete,2016-01-12 10:55:29.394000+00:00,,Car,New credit,Application_1699757505,6000
Created,User_3,A_Create Application,Application,Application_493034835,complete,2016-01-02 12:24:39.241000+00:00,,Existing loan takeover,Limit raise,Application_493034835,9000
statechange,User_3,A_Concept,Application,ApplState_1913249392,complete,2016-01-02 12:24:39.245000+00:00,,Existing loan takeover,Limit raise,Application_493034835,9000
statechange,User_3,A_Accepted,Application,ApplState_1597124964,complete,2016-01-02 12:29:45.915000+00:00,,Existing loan takeover,Limit raise,Application_493034835,9000
Created,User_3,O_Create Offer,Offer,Offer_1236377933,complete,2016-01-02 12:31:00.150000+00:00,,Existing loan takeover,Limit raise,Application_493034835,9000
statechange,User_3,O_Created,Offer,OfferState_1545161685,complete,2016-01-02 12:31:01.388000+00:00,,Existing loan takeover,Limit raise,Application_493034835,9000
statechange,User_3,O_Sent (mail and online),Offer,OfferState_1890889062,complete,2016-01-02 12:31:11.640000+00:00,,Existing loan takeover,Limit raise,Application_493034835,9000
Deleted,User_3,W_Complete application,Workflow,Workitem_1190436104,complete,2016-01-02 12:31:11.655000+00:00,,Existing loan takeover,Limit raise,Application_493034835,9000
statechange,User_3,A_Complete,Application,ApplState_1633807146,complete,2016-01-02 12:31:11.667000+00:00,,Existing loan takeover,Limit raise,Application_493034835,9000
statechange,User_112,A_Validating,Application,ApplState_492986510,complete,2016-01-11 08:44:07.206000+00:00,,Existing loan takeover,Limit raise,Application_493034835,9000
statechange,User_112,O_Returned,Offer,OfferState_292441853,complete,2016-01-11 08:44:39.240000+00:00,,Existing loan takeover,Limit raise,Application_493034835,9000
statechange,User_87,O_Accepted,Offer,OfferState_1128437541,complete,2016-01-12 12:13:45.145000+00:00,,Existing loan takeover,Limit raise,Application_493034835,9000
statechange,User_87,A_Pending,Application,ApplState_1160305551,complete,2016-01-12 12:13:45.148000+00:00,,Existing loan takeover,Limit raise,Application_493034835,9000
Deleted,User_87,W_Validate application,Workflow,Workitem_1933451474,complete,2016-01-12 12:13:45.151000+00:00,,Existing loan takeover,Limit raise,Application_493034835,9000
Created,User_3,A_Create Application,Application,Application_842511489,complete,2016-01-02 12:35:04.926000+00:00,,"Other, see explanation",Limit raise,Application_842511489,15000
statechange,User_3,A_Concept,Application,ApplState_803978242,complete,2016-01-02 12:35:04.928000+00:00,,"Other, see explanation",Limit raise,Application_842511489,15000
statechange,User_3,A_Accepted,Application,ApplState_144171146,complete,2016-01-02 12:36:27.206000+00:00,,"Other, see explanation",Limit raise,Application_842511489,15000
Created,User_16,O_Create Offer,Offer,Offer_1647711220,complete,2016-01-04 09:17:58.657000+00:00,,"Other, see explanation",Limit raise,Application_842511489,15000
statechange,User_16,O_Created,Offer,OfferState_1017470938,complete,2016-01-04 09:17:59.908000+00:00,,"Other, see explanation",Limit raise,Application_842511489,15000
statechange,User_16,O_Sent (mail and online),Offer,OfferState_347269019,complete,2016-01-04 09:18:35.535000+00:00,,"Other, see explanation",Limit raise,Application_842511489,15000
statechange,User_16,A_Complete,Application,ApplState_1519137770,complete,2016-01-04 09:18:35.574000+00:00,,"Other, see explanation",Limit raise,Application_842511489,15000
statechange,User_116,A_Validating,Application,ApplState_2102051880,complete,2016-01-08 08:53:01.955000+00:00,,"Other, see explanation",Limit raise,Application_842511489,15000
statechange,User_116,O_Returned,Offer,OfferState_2086259096,complete,2016-01-08 08:54:43.008000+00:00,,"Other, see explanation",Limit raise,Application_842511489,15000
statechange,User_30,O_Accepted,Offer,OfferState_202935253,complete,2016-01-11 10:35:23.639000+00:00,,"Other, see explanation",Limit raise,Application_842511489,15000
statechange,User_30,A_Pending,Application,ApplState_1362651332,complete,2016-01-11 10:35:23.657000+00:00,,"Other, see explanation",Limit raise,Application_842511489,15000
Created,User_3,A_Create Application,Application,Application_1474017032,complete,2016-01-02 12:38:45.653000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_3,A_Concept,Application,ApplState_1182855612,complete,2016-01-02 12:38:45.656000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_3,A_Accepted,Application,ApplState_234877025,complete,2016-01-02 12:40:15.043000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
Created,User_14,O_Create Offer,Offer,Offer_1124029698,complete,2016-01-04 11:19:32.987000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_14,O_Created,Offer,OfferState_1175108273,complete,2016-01-04 11:19:34.427000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_14,O_Sent (mail and online),Offer,OfferState_2080907720,complete,2016-01-04 11:19:48.218000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_14,A_Complete,Application,ApplState_775552375,complete,2016-01-04 11:19:48.299000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
Created,User_4,O_Create Offer,Offer,Offer_1462457804,complete,2016-01-05 17:15:02.085000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_4,O_Created,Offer,OfferState_250184611,complete,2016-01-05 17:15:03.645000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_4,O_Sent (mail and online),Offer,OfferState_1077043506,complete,2016-01-05 17:15:13.046000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_114,A_Validating,Application,ApplState_566536420,complete,2016-01-13 09:43:42.484000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_114,O_Returned,Offer,OfferState_32231849,complete,2016-01-13 09:43:54.898000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
Deleted,User_95,W_Validate application,Workflow,Workitem_1366031424,complete,2016-01-13 10:41:59.638000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_95,A_Incomplete,Application,ApplState_644550592,complete,2016-01-13 10:41:59.653000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_118,A_Validating,Application,ApplState_289563266,complete,2016-01-13 15:24:16.806000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_95,O_Accepted,Offer,OfferState_528662506,complete,2016-01-15 08:31:04.451000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_95,A_Pending,Application,ApplState_1705160807,complete,2016-01-15 08:31:04.454000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
Deleted,User_95,W_Validate application,Workflow,Workitem_721329409,complete,2016-01-15 08:31:04.458000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
statechange,User_95,O_Cancelled,Offer,OfferState_419521675,complete,2016-01-15 08:31:04.469000+00:00,,Home improvement,Limit raise,Application_1474017032,15000
Created,User_52,A_Create Application,Application,Application_1397856354,complete,2016-01-02 12:54:35.336000+00:00,,Home improvement,Limit raise,Application_1397856354,0
statechange,User_52,A_Concept,Application,ApplState_1162742620,complete,2016-01-02 12:54:35.339000+00:00,,Home improvement,Limit raise,Application_1397856354,0
statechange,User_15,A_Accepted,Application,ApplState_593406757,complete,2016-01-04 09:24:30.011000+00:00,,Home improvement,Limit raise,Application_1397856354,0
Created,User_15,O_Create Offer,Offer,Offer_1078348600,complete,2016-01-04 09:27:15.772000+00:00,,Home improvement,Limit raise,Application_1397856354,0
statechange,User_15,O_Created,Offer,OfferState_376582090,complete,2016-01-04 09:27:17.030000+00:00,,Home improvement,Limit raise,Application_1397856354,0
statechange,User_15,O_Sent (mail and online),Offer,OfferState_2131272718,complete,2016-01-04 09:27:38.360000+00:00,,Home improvement,Limit raise,Application_1397856354,0
Deleted,User_15,W_Complete application,Workflow,Workitem_1271920727,complete,2016-01-04 09:27:38.384000+00:00,,Home improvement,Limit raise,Application_1397856354,0
statechange,User_15,A_Complete,Application,ApplState_622040028,complete,2016-01-04 09:27:38.400000+00:00,,Home improvement,Limit raise,Application_1397856354,0
statechange,User_1,A_Cancelled,Application,ApplState_330983734,complete,2016-02-04 07:00:32.905000+00:00,,Home improvement,Limit raise,Application_1397856354,0
statechange,User_1,O_Cancelled,Offer,OfferState_815006009,complete,2016-02-04 07:00:32.955000+00:00,,Home improvement,Limit raise,Application_1397856354,0
Created,User_17,A_Create Application,Application,Application_767475240,complete,2016-01-02 13:02:58.729000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_17,A_Concept,Application,ApplState_1344580504,complete,2016-01-02 13:02:58.744000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_3,A_Accepted,Application,ApplState_2061884966,complete,2016-01-02 14:47:08.050000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
Created,User_3,O_Create Offer,Offer,Offer_106103074,complete,2016-01-02 14:50:24.235000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_3,O_Created,Offer,OfferState_739762372,complete,2016-01-02 14:50:25.676000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
Created,User_3,O_Create Offer,Offer,Offer_243419316,complete,2016-01-02 14:51:05.869000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_3,O_Created,Offer,OfferState_610082971,complete,2016-01-02 14:51:07.288000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_3,O_Cancelled,Offer,OfferState_244975771,complete,2016-01-02 14:51:15.041000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_3,O_Sent (mail and online),Offer,OfferState_1822068300,complete,2016-01-02 14:51:25.546000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
Deleted,User_3,W_Complete application,Workflow,Workitem_1011858621,complete,2016-01-02 14:51:25.593000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_3,A_Complete,Application,ApplState_1293174500,complete,2016-01-02 14:51:25.693000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_8,O_Cancelled,Offer,OfferState_1003312563,complete,2016-01-04 16:34:23.202000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
Created,User_14,O_Create Offer,Offer,Offer_410150818,complete,2016-01-22 18:49:31.274000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_14,O_Created,Offer,OfferState_498730057,complete,2016-01-22 18:49:32.822000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_14,O_Sent (mail and online),Offer,OfferState_182619983,complete,2016-01-22 18:49:45.784000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_14,O_Cancelled,Offer,OfferState_1454651002,complete,2016-01-22 18:51:27.245000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
Created,User_14,O_Create Offer,Offer,Offer_1394845612,complete,2016-01-22 18:51:42.306000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_14,O_Created,Offer,OfferState_1256602407,complete,2016-01-22 18:51:44.192000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_14,O_Sent (mail and online),Offer,OfferState_1077305798,complete,2016-01-22 18:51:58.043000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_116,A_Validating,Application,ApplState_650435388,complete,2016-01-29 07:41:15.571000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_116,O_Returned,Offer,OfferState_923455936,complete,2016-01-29 07:43:34.120000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_100,A_Incomplete,Application,ApplState_2126452946,complete,2016-01-29 09:50:44.477000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_2,A_Validating,Application,ApplState_1220988820,complete,2016-01-29 10:22:06.167000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
Deleted,User_100,W_Validate application,Workflow,Workitem_849203616,complete,2016-01-29 10:42:14.140000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_100,A_Incomplete,Application,ApplState_839539356,complete,2016-01-29 10:42:14.194000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
Created,User_2,O_Create Offer,Offer,Offer_565270328,complete,2016-01-29 11:04:04.314000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_2,O_Created,Offer,OfferState_359733027,complete,2016-01-29 11:04:07.147000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_2,O_Sent (online only),Offer,OfferState_437276079,complete,2016-01-29 11:04:29.165000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
Created,User_5,O_Create Offer,Offer,Offer_1069431412,complete,2016-01-29 15:23:59.377000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_5,O_Created,Offer,OfferState_1010973362,complete,2016-01-29 15:24:02.381000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_5,O_Sent (online only),Offer,OfferState_1325472139,complete,2016-01-29 15:24:19.288000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_120,O_Returned,Offer,OfferState_480059425,complete,2016-01-30 11:56:16.490000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_120,A_Validating,Application,ApplState_1179787034,complete,2016-01-30 11:56:38.665000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_90,O_Accepted,Offer,OfferState_988204008,complete,2016-02-01 08:10:25.122000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_90,A_Pending,Application,ApplState_612916207,complete,2016-02-01 08:10:25.216000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_90,O_Cancelled,Offer,OfferState_756716011,complete,2016-02-01 08:10:25.241000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
statechange,User_90,O_Cancelled,Offer,OfferState_541457612,complete,2016-02-01 08:10:25.250000+00:00,,Existing loan takeover,New credit,Application_767475240,15400
Created,User_52,A_Create Application,Application,Application_980495316,complete,2016-01-02 13:03:23.652000+00:00,,Home improvement,Limit raise,Application_980495316,42000
statechange,User_52,A_Concept,Application,ApplState_1733020568,complete,2016-01-02 13:03:23.655000+00:00,,Home improvement,Limit raise,Application_980495316,42000
statechange,User_41,A_Accepted,Application,ApplState_603172731,complete,2016-01-15 10:27:54.120000+00:00,,Home improvement,Limit raise,Application_980495316,42000
Created,User_41,O_Create Offer,Offer,Offer_1895984048,complete,2016-01-15 10:29:38.270000+00:00,,Home improvement,Limit raise,Application_980495316,42000
statechange,User_41,O_Created,Offer,OfferState_732285333,complete,2016-01-15 10:29:39.733000+00:00,,Home improvement,Limit raise,Application_980495316,42000
statechange,User_41,O_Sent (mail and online),Offer,OfferState_1922655854,complete,2016-01-15 10:29:50.871000+00:00,,Home improvement,Limit raise,Application_980495316,42000
statechange,User_41,A_Complete,Application,ApplState_917543668,complete,2016-01-15 10:29:50.920000+00:00,,Home improvement,Limit raise,Application_980495316,42000
statechange,User_114,A_Validating,Application,ApplState_2068194952,complete,2016-01-27 09:13:04.216000+00:00,,Home improvement,Limit raise,Application_980495316,42000
statechange,User_114,O_Returned,Offer,OfferState_1581207309,complete,2016-01-27 09:13:27.019000+00:00,,Home improvement,Limit raise,Application_980495316,42000
Deleted,User_87,W_Validate application,Workflow,Workitem_964988543,complete,2016-01-28 07:51:59.563000+00:00,,Home improvement,Limit raise,Application_980495316,42000
statechange,User_87,A_Incomplete,Application,ApplState_1630199927,complete,2016-01-28 07:51:59.573000+00:00,,Home improvement,Limit raise,Application_980495316,42000
statechange,User_116,A_Validating,Application,ApplState_628511615,complete,2016-01-29 10:55:20.265000+00:00,,Home improvement,Limit raise,Application_980495316,42000
statechange,User_87,O_Accepted,Offer,OfferState_1436678739,complete,2016-01-29 12:20:25.480000+00:00,,Home improvement,Limit raise,Application_980495316,42000
statechange,User_87,A_Pending,Application,ApplState_724154637,complete,2016-01-29 12:20:25.484000+00:00,,Home improvement,Limit raise,Application_980495316,42000
Deleted,User_87,W_Validate application,Workflow,Workitem_1231495932,complete,2016-01-29 12:20:25.487000+00:00,,Home improvement,Limit raise,Application_980495316,42000
Created,User_52,A_Create Application,Application,Application_2035768049,complete,2016-01-02 13:07:12.386000+00:00,,Home improvement,Limit raise,Application_2035768049,15000
statechange,User_52,A_Concept,Application,ApplState_96232430,complete,2016-01-02 13:07:12.389000+00:00,,Home improvement,Limit raise,Application_2035768049,15000
statechange,User_28,A_Accepted,Application,ApplState_1541229681,complete,2016-01-04 09:24:30.112000+00:00,,Home improvement,Limit raise,Application_2035768049,15000
Created,User_28,O_Create Offer,Offer,Offer_1525129982,complete,2016-01-04 09:25:40.512000+00:00,,Home improvement,Limit raise,Application_2035768049,15000
statechange,User_28,O_Created,Offer,OfferState_1316373996,complete,2016-01-04 09:25:41.799000+00:00,,Home improvement,Limit raise,Application_2035768049,15000
statechange,User_28,O_Sent (mail and online),Offer,OfferState_739217640,complete,2016-01-04 09:25:52.775000+00:00,,Home improvement,Limit raise,Application_2035768049,15000
Deleted,User_28,W_Complete application,Workflow,Workitem_732992793,complete,2016-01-04 09:25:52.867000+00:00,,Home improvement,Limit raise,Application_2035768049,15000
statechange,User_28,A_Complete,Application,ApplState_1959256327,complete,2016-01-04 09:25:52.952000+00:00,,Home improvement,Limit raise,Application_2035768049,15000
statechange,User_114,A_Validating,Application,ApplState_565228649,complete,2016-01-15 11:55:36.382000+00:00,,Home improvement,Limit raise,Application_2035768049,15000
statechange,User_114,O_Returned,Offer,OfferState_1281005623,complete,2016-01-15 11:56:17.379000+00:00,,Home improvement,Limit raise,Application_2035768049,15000
statechange,User_115,O_Accepted,Offer,OfferState_1272514613,complete,2016-01-15 14:04:14.106000+00:00,,Home improvement,Limit raise,Application_2035768049,15000
statechange,User_115,A_Pending,Application,ApplState_112930056,complete,2016-01-15 14:04:14.109000+00:00,,Home improvement,Limit raise,Application_2035768049,15000
Created,User_52,A_Create Application,Application,Application_1307111345,complete,2016-01-02 13:11:46.112000+00:00,,"Other, see explanation",Limit raise,Application_1307111345,20000
statechange,User_52,A_Concept,Application,ApplState_286499630,complete,2016-01-02 13:11:46.115000+00:00,,"Other, see explanation",Limit raise,Application_1307111345,20000
statechange,User_22,A_Accepted,Application,ApplState_354899771,complete,2016-01-04 16:42:12.544000+00:00,,"Other, see explanation",Limit raise,Application_1307111345,20000
Created,User_22,O_Create Offer,Offer,Offer_1271155187,complete,2016-01-04 16:42:52.895000+00:00,,"Other, see explanation",Limit raise,Application_1307111345,20000
statechange,User_22,O_Created,Offer,OfferState_1635000490,complete,2016-01-04 16:42:54.218000+00:00,,"Other, see explanation",Limit raise,Application_1307111345,20000
statechange,User_22,O_Sent (mail and online),Offer,OfferState_1253324673,complete,2016-01-04 16:43:06.367000+00:00,,"Other, see explanation",Limit raise,Application_1307111345,20000
statechange,User_22,A_Complete,Application,ApplState_1790254132,complete,2016-01-04 16:43:06.411000+00:00,,"Other, see explanation",Limit raise,Application_1307111345,20000
statechange,User_127,A_Validating,Application,ApplState_1171440433,complete,2016-01-13 10:57:11.739000+00:00,,"Other, see explanation",Limit raise,Application_1307111345,20000
statechange,User_127,O_Returned,Offer,OfferState_5163342,complete,2016-01-13 10:58:13.123000+00:00,,"Other, see explanation",Limit raise,Application_1307111345,20000
statechange,User_102,A_Incomplete,Application,ApplState_519288130,complete,2016-01-13 12:46:20.319000+00:00,,"Other, see explanation",Limit raise,Application_1307111345,20000
statechange,User_117,A_Validating,Application,ApplState_1534553739,complete,2016-01-14 15:24:23.828000+00:00,,"Other, see explanation",Limit raise,Application_1307111345,20000
statechange,User_90,O_Accepted,Offer,OfferState_1544152605,complete,2016-01-15 08:16:50.448000+00:00,,"Other, see explanation",Limit raise,Application_1307111345,20000
statechange,User_90,A_Pending,Application,ApplState_1460243700,complete,2016-01-15 08:16:50.452000+00:00,,"Other, see explanation",Limit raise,Application_1307111345,20000
Created,User_52,A_Create Application,Application,Application_821425679,complete,2016-01-02 13:18:32.154000+00:00,,Car,Limit raise,Application_821425679,15000
statechange,User_52,A_Concept,Application,ApplState_1965177032,complete,2016-01-02 13:18:32.158000+00:00,,Car,Limit raise,Application_821425679,15000
statechange,User_19,A_Accepted,Application,ApplState_494963243,complete,2016-01-04 09:35:27.174000+00:00,,Car,Limit raise,Application_821425679,15000
Created,User_19,O_Create Offer,Offer,Offer_102669259,complete,2016-01-04 09:37:24.634000+00:00,,Car,Limit raise,Application_821425679,15000
statechange,User_19,O_Created,Offer,OfferState_737913013,complete,2016-01-04 09:37:26.166000+00:00,,Car,Limit raise,Application_821425679,15000
statechange,User_19,O_Sent (mail and online),Offer,OfferState_1256997763,complete,2016-01-04 09:38:26.322000+00:00,,Car,Limit raise,Application_821425679,15000
statechange,User_19,A_Complete,Application,ApplState_441017326,complete,2016-01-04 09:38:26.403000+00:00,,Car,Limit raise,Application_821425679,15000
statechange,User_113,A_Validating,Application,ApplState_15852442,complete,2016-01-08 08:28:02.559000+00:00,,Car,Limit raise,Application_821425679,15000
statechange,User_113,O_Returned,Offer,OfferState_878672734,complete,2016-01-08 08:28:24.788000+00:00,,Car,Limit raise,Application_821425679,15000
statechange,User_100,A_Incomplete,Application,ApplState_1211685253,complete,2016-01-08 13:49:38.969000+00:00,,Car,Limit raise,Application_821425679,15000
statechange,User_119,A_Validating,Application,ApplState_55502705,complete,2016-01-11 13:40:33.907000+00:00,,Car,Limit raise,Application_821425679,15000
statechange,User_95,O_Accepted,Offer,OfferState_162457581,complete,2016-01-11 14:58:57.023000+00:00,,Car,Limit raise,Application_821425679,15000
statechange,User_95,A_Pending,Application,ApplState_17910462,complete,2016-01-11 14:58:57.026000+00:00,,Car,Limit raise,Application_821425679,15000
Created,User_38,A_Create Application,Application,Application_1294530310,complete,2016-01-02 13:54:22.116000+00:00,,Car,New credit,Application_1294530310,10000
statechange,User_38,A_Concept,Application,ApplState_662457123,complete,2016-01-02 13:54:22.132000+00:00,,Car,New credit,Application_1294530310,10000
statechange,User_38,A_Accepted,Application,ApplState_1315715344,complete,2016-01-02 14:03:54.593000+00:00,,Car,New credit,Application_1294530310,10000
Created,User_38,O_Create Offer,Offer,Offer_1183140970,complete,2016-01-02 14:06:26.590000+00:00,,Car,New credit,Application_1294530310,10000
statechange,User_38,O_Created,Offer,OfferState_1596242728,complete,2016-01-02 14:06:27.942000+00:00,,Car,New credit,Application_1294530310,10000
statechange,User_38,O_Sent (mail and online),Offer,OfferState_629980071,complete,2016-01-02 14:06:42.773000+00:00,,Car,New credit,Application_1294530310,10000
Deleted,User_38,W_Complete application,Workflow,Workitem_1530370618,complete,2016-01-02 14:06:42.792000+00:00,,Car,New credit,Application_1294530310,10000
statechange,User_38,A_Complete,Application,ApplState_888735722,complete,2016-01-02 14:06:42.806000+00:00,,Car,New credit,Application_1294530310,10000
statechange,User_112,A_Validating,Application,ApplState_1406353920,complete,2016-01-18 08:55:21.462000+00:00,,Car,New credit,Application_1294530310,10000
statechange,User_112,O_Returned,Offer,OfferState_645878755,complete,2016-01-18 08:56:45.841000+00:00,,Car,New credit,Application_1294530310,10000
statechange,User_100,A_Incomplete,Application,ApplState_822286265,complete,2016-01-18 13:04:14.847000+00:00,,Car,New credit,Application_1294530310,10000
statechange,User_90,O_Accepted,Offer,OfferState_500895557,complete,2016-01-22 07:06:35.309000+00:00,,Car,New credit,Application_1294530310,10000
statechange,User_90,A_Pending,Application,ApplState_858200900,complete,2016-01-22 07:06:35.313000+00:00,,Car,New credit,Application_1294530310,10000
Created,User_52,A_Create Application,Application,Application_470922426,complete,2016-01-02 14:04:02.686000+00:00,,Home improvement,New credit,Application_470922426,40000
statechange,User_52,A_Concept,Application,ApplState_665132907,complete,2016-01-02 14:04:02.792000+00:00,,Home improvement,New credit,Application_470922426,40000
statechange,User_52,A_Accepted,Application,ApplState_185383608,complete,2016-01-02 14:07:55.113000+00:00,,Home improvement,New credit,Application_470922426,40000
Created,User_11,O_Create Offer,Offer,Offer_927638197,complete,2016-01-04 18:09:50.976000+00:00,,Home improvement,New credit,Application_470922426,40000
statechange,User_11,O_Created,Offer,OfferState_512527087,complete,2016-01-04 18:09:52.306000+00:00,,Home improvement,New credit,Application_470922426,40000
statechange,User_11,O_Sent (mail and online),Offer,OfferState_2059185061,complete,2016-01-04 18:10:30.109000+00:00,,Home improvement,New credit,Application_470922426,40000
statechange,User_11,A_Complete,Application,ApplState_1570770996,complete,2016-01-04 18:10:30.160000+00:00,,Home improvement,New credit,Application_470922426,40000
statechange,User_119,A_Validating,Application,ApplState_962806809,complete,2016-01-21 10:46:57.973000+00:00,,Home improvement,New credit,Application_470922426,40000
statechange,User_95,O_Returned,Offer,OfferState_966916482,complete,2016-01-22 13:06:43.672000+00:00,,Home improvement,New credit,Application_470922426,40000
statechange,User_95,O_Accepted,Offer,OfferState_1864268085,complete,2016-01-22 13:07:06.434000+00:00,,Home improvement,New credit,Application_470922426,40000
statechange,User_95,A_Pending,Application,ApplState_1165608022,complete,2016-01-22 13:07:06.438000+00:00,,Home improvement,New credit,Application_470922426,40000
Deleted,User_95,W_Validate application,Workflow,Workitem_1235710894,complete,2016-01-22 13:07:06.442000+00:00,,Home improvement,New credit,Application_470922426,40000
Created,User_1,A_Create Application,Application,Application_1461440233,complete,2016-01-02 14:49:26.671000+00:00,,Car,New credit,Application_1461440233,11000
statechange,User_1,A_Submitted,Application,ApplState_1829911883,complete,2016-01-02 14:49:26.735000+00:00,,Car,New credit,Application_1461440233,11000
statechange,User_1,A_Concept,Application,ApplState_1103496042,complete,2016-01-02 14:50:18.011000+00:00,,Car,New credit,Application_1461440233,11000
statechange,User_16,A_Accepted,Application,ApplState_272992548,complete,2016-01-04 09:36:33.992000+00:00,,Car,New credit,Application_1461440233,11000
Created,User_16,O_Create Offer,Offer,Offer_750441445,complete,2016-01-04 09:38:40.094000+00:00,,Car,New credit,Application_1461440233,11000
statechange,User_16,O_Created,Offer,OfferState_23745704,complete,2016-01-04 09:38:41.945000+00:00,,Car,New credit,Application_1461440233,11000
statechange,User_16,O_Sent (mail and online),Offer,OfferState_1818574409,complete,2016-01-04 09:39:23.293000+00:00,,Car,New credit,Application_1461440233,11000
